Product_Name,Sales,Profit,Quantity,Discount,Shipping_Cost,Profit_Margin,Profit_Rank,Sales_Rank,Quantity_Rank
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,3717.9713999999994,11,0.0,729.67,0.25999999999999995,75.0,182.0,3364.0
"3D Systems Cube Printer, 2nd Generation, White",2339.982,-467.99639999999994,3,0.35,287.36,-0.19999999999999998,3635.0,1346.0,3746.5
3M Hangers With Command Adhesive,108.04000000000002,36.00100000000001,33,0.15,13.55,0.3332191780821918,2509.0,3292.0,1956.5
3M Office Air Cleaner,259.8,90.93,10,0.0,23.16,0.35000000000000003,1936.0,2923.0,3427.5
3M Organizer Strips,83.16000000000001,10.152000000000001,26,0.3857142857142857,11.290000000000001,0.12207792207792208,2931.0,3418.0,2281.0
3M Polarizing Light Filter Sleeves,216.34,75.34599999999998,14,0.2,37.769999999999996,0.3482758620689654,2047.0,2993.0,3130.5
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,569.8368,16,0.0,313.65999999999997,0.26000000000000006,748.0,1409.0,2972.0
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36,-20.476799999999976,14,0.25,28.35,-0.06749999999999992,3248.0,2849.0,3130.5
4009 Highlighters,8.040000000000001,2.7336,6,0.0,1.34,0.33999999999999997,3079.0,3781.0,3618.5
4009 Highlighters by Sanford,171.14,53.80959999999998,44,0.05,24.35,0.3144186046511627,2257.0,3097.0,1598.5
50 Colored Long Pencils,138.176,32.918400000000005,14,0.04,15.620000000000001,0.23823529411764713,2549.0,3189.0,3130.5
"6"" Cubicle Wall Clock, Black",124.586,26.211599999999994,19,0.2,11.62,0.21038961038961035,2645.0,3234.0,2740.5
9-3/4 Diameter Round Wall Clock,455.07,183.1312,34,0.05,49.54,0.40242424242424246,1485.0,2658.0,1918.0
"ACCOHIDE 3-Ring Binder, Blue, 1""",147.028,50.7164,44,0.16153846153846155,20.37,0.34494382022471914,2304.0,3162.0,1598.5
ACCOHIDE Binder by Acco,65.254,19.287100000000002,21,0.22499999999999998,9.12,0.2955696202531646,2762.0,3509.0,2597.5
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,80.47999999999995,20,0.225,98.49,0.06666666666666662,2010.0,1940.0,2667.0
ARKON Windshield Dashboard Air Vent Car Mount Holder,216.96,-15.594000000000019,14,0.1,12.99,-0.07187500000000009,3223.0,2992.0,3130.5
AT&T 1070 Corded Phone,1070.304,133.78799999999987,12,0.20000000000000004,91.66,0.12499999999999986,1690.0,2041.0,3293.5
AT&T 1080 Corded phone,1945.2580000000003,145.20940000000002,18,0.2,201.8,0.07464788732394366,1643.0,1506.0,2818.0
AT&T 1080 Phone,1589.0840000000003,271.24019999999996,13,0.13333333333333333,218.01999999999998,0.17068965517241375,1230.0,1693.0,3213.5
AT&T 17929 Lendline Telephone,1339.104,167.38799999999998,35,0.14,111.36,0.12499999999999997,1543.0,1846.0,1877.0
AT&T 841000 Phone,1614.6,165.59999999999997,28,0.17142857142857146,162.36,0.10256410256410255,1552.0,1680.0,2182.0
AT&T CL2909,755.9399999999999,50.39599999999999,8,0.26666666666666666,73.9,0.06666666666666665,2308.0,2295.0,3530.0
AT&T CL82213,481.234,131.32469999999995,17,0.04,56.28,0.27289156626506017,1702.0,2612.0,2900.0
AT&T CL83451 4-Handset Telephone,1936.306,473.77699999999993,10,0.1,101.19,0.24468085106382975,872.0,1509.0,3427.5
AT&T EL51110 DECT,377.97,109.6113,3,0.0,11.76,0.29,1825.0,2751.0,3746.5
AT&T SB67148 SynJ,475.128,89.74640000000002,8,0.13333333333333333,40.75,0.18888888888888894,1954.0,2624.0,3530.0
AT&T TR1909W,1738.6619999999998,340.1730000000001,15,0.1,173.87,0.19565217391304357,1085.0,1601.0,3046.5
Aastra 57i VoIP phone,3684.7080000000005,575.3316000000001,26,0.14285714285714285,536.21,0.156140350877193,739.0,980.0,2281.0
Aastra 6757i CT Wireless VoIP phone,2929.984,482.58559999999994,16,0.16666666666666666,222.56,0.16470588235294117,858.0,1149.0,2972.0
Acco 3-Hole Punch,137.53199999999998,55.538399999999996,36,0.23333333333333334,29.47,0.40382165605095544,2238.0,3192.0,1847.0
"Acco 3-Hole Punch, Clear",2543.387,29.086999999999936,109,0.13783783783783782,249.408,0.011436324869160665,2605.0,1271.0,317.5
"Acco 3-Hole Punch, Durable",3472.7192000000005,431.11920000000003,142,0.12170731707317074,356.516,0.12414456083866499,922.0,1030.0,93.5
"Acco 3-Hole Punch, Economy",3968.2096000000006,344.5695999999999,160,0.06454545454545456,421.495,0.08683251005692841,1073.0,928.0,44.5
"Acco 3-Hole Punch, Recycled",2843.8856000000005,212.59559999999993,112,0.08451612903225807,320.064,0.07475532771079114,1384.0,1175.0,283.0
Acco 6 Outlet Guardian Basic Surge Suppressor,38.272,-3.660800000000002,7,0.4,7.85,-0.09565217391304354,3147.0,3643.0,3579.0
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.45599999999996,-113.76720000000005,31,0.4000000000000001,43.52,-0.3930379746835445,3432.0,2867.0,2040.0
Acco 6 Outlet Guardian Premium Surge Suppressor,432.432,60.424,35,0.1625,42.86,0.13973063973063973,2177.0,2694.0,1877.0
Acco 6 Outlet Guardian Standard Surge Suppressor,149.916,22.970999999999982,15,0.2,24.4,0.1532258064516128,2699.0,3152.0,3046.5
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.4999999999995,401.2139999999996,31,0.2857142857142857,219.67000000000002,0.1319999999999999,973.0,1124.0,2040.0
"Acco Banker's Clasps, 5 3/4""-Long",40.896,18.0,15,0.08,8.309999999999999,0.4401408450704225,2780.0,3631.5,3046.5
"Acco Binder Covers, Clear",1691.1774,375.2874,169,0.12952380952380954,193.125,0.22190894935090782,1017.0,1629.0,29.0
"Acco Binder Covers, Durable",1488.4219999999998,342.022,121,0.13129032258064516,171.018,0.22978832616018846,1081.0,1741.0,213.5
"Acco Binder Covers, Economy",1650.4367999999997,364.8168,145,0.11878048780487806,205.136,0.22104257491107812,1027.0,1648.0,83.0
"Acco Binder Covers, Recycled",2036.268,410.34799999999996,176,0.09166666666666667,236.447,0.20151964279750992,963.0,1462.0,20.0
"Acco Binder, Clear",1634.9077,422.06770000000006,130,0.08022222222222222,181.619,0.2581599560635748,942.0,1666.0,159.0
"Acco Binder, Durable",1863.6899999999998,525.21,137,0.07073170731707316,192.869,0.2818118893163563,799.0,1548.0,111.5
"Acco Binder, Economy",2017.374,353.39399999999995,162,0.05577777777777777,265.425,0.1751752525808303,1056.0,1471.0,41.5
"Acco Binder, Recycled",1406.757,-5.283000000000011,114,0.11205882352941177,150.9,-0.003755446036522307,3161.0,1800.0,262.5
"Acco Binding Machine, Clear",5871.0455,512.8854999999999,144,0.1346341463414634,673.659,0.08735846111224992,816.0,622.0,87.0
"Acco Binding Machine, Durable",4377.241000000001,1235.821,94,0.041176470588235294,422.516,0.28232875457394274,364.0,854.0,448.0
"Acco Binding Machine, Economy",4429.6733,229.79329999999987,110,0.18294117647058822,445.932,0.05187590245086469,1343.0,838.0,305.5
"Acco Binding Machine, Recycled",5563.46,954.59,133,0.11142857142857143,660.265,0.17158207302649792,466.0,661.0,134.0
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.2815,19,0.04,7.53,0.4586021505376344,2585.0,3501.0,2740.5
Acco D-Ring Binder w/DublLock,235.17999999999998,-102.83780000000002,31,0.6222222222222222,20.35,-0.43727272727272737,3417.0,2967.0,2040.0
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.868,64.1445,39,0.29,38.45,0.22282608695652173,2146.0,2869.0,1758.0
Acco Economy Flexible Poly Round Ring Binder,11.484,-5.741999999999999,6,0.6,4.87,-0.49999999999999994,3166.0,3769.0,3618.5
Acco Expandable Hanging Binders,38.918,1.0208000000000013,11,0.35,8.43,0.026229508196721343,3099.0,3639.0,3364.0
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",410.004,111.28679999999997,36,0.29,37.31,0.27142857142857135,1820.0,2714.0,1847.0
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,7.449999999999989,28,0.4000000000000001,13.379999999999999,0.06097560975609746,2996.0,3241.0,2182.0
Acco Glide Clips,19.6,9.604,5,0.0,1.71,0.48999999999999994,2944.0,3733.0,3660.5
Acco Hanging Data Binders,41.91,8.2296,17,0.3285714285714286,10.59,0.19636363636363638,2978.0,3626.0,2900.0
"Acco Hole Reinforcements, Clear",574.056,-11.753999999999992,119,0.08108108108108109,76.784,-0.020475354320832796,3200.0,2481.0,230.5
"Acco Hole Reinforcements, Durable",721.5616,214.6516,118,0.22277777777777777,95.42699999999999,0.2974820167813808,1382.0,2323.0,240.0
"Acco Hole Reinforcements, Economy",584.4816000000001,48.8316,106,0.07939393939393939,84.768,0.08354685588049307,2333.0,2464.0,337.0
"Acco Hole Reinforcements, Recycled",637.5563999999999,208.73639999999997,106,0.09777777777777778,88.444,0.3274006817279224,1402.0,2396.0,337.0
Acco Hot Clips Clips to Go,67.116,25.4975,23,0.13333333333333333,8.969999999999999,0.3799019607843137,2655.0,3492.0,2471.0
"Acco Index Tab, Clear",1461.8054,309.1154,228,0.11386666666666666,187.905,0.21146138877308843,1147.0,1757.0,11.0
"Acco Index Tab, Durable",970.8839999999998,160.05400000000003,127,0.10512820512820512,112.524,0.16485388573712212,1576.0,2110.0,179.5
"Acco Index Tab, Economy",1010.7552000000001,338.8752,120,0.07,121.495,0.335269311500945,1088.0,2086.0,222.0
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.388,73.8674,37,0.1142857142857143,23.77,0.42116564417177915,2061.0,3088.0,1817.0
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.946000000000005,-0.16139999999999333,23,0.55,6.47,-0.002564102564102458,3115.0,3517.0,2471.0
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,19.6908,17,0.25999999999999995,10.190000000000001,0.2928,2758.0,3491.0,2900.0
Acco Perma 2700 Stacking Storage Drawers,208.18,5.948000000000015,8,0.1,29.01,0.02857142857142864,3019.0,3011.0,3530.0
Acco Perma 3000 Stacking Storage Drawers,373.444,16.574199999999994,21,0.13333333333333333,41.39,0.044382022471910094,2804.0,2758.0,2597.5
Acco Perma 4000 Stacking Storage Drawers,457.96799999999996,30.044,31,0.09090909090909091,65.72,0.06560283687943264,2587.0,2653.0,2040.0
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.817,13.182600000000004,24,0.3,6.95,0.2203821656050956,2880.0,3533.0,2402.5
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.62700000000001,-13.906500000000007,37,0.5625,11.57,-0.21856287425149706,3220.0,3515.0,1817.0
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.097,18.412499999999994,45,0.4636363636363636,17.04,0.14044943820224715,2776.0,3216.0,1568.0
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.89959999999999,28,0.15555555555555556,12.94,0.3816666666666666,2524.0,3366.0,2182.0
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.25500000000001,8.669999999999995,10,0.475,8.67,0.10169491525423721,2965.0,3401.0,3427.5
Acco Side-Punched Conventional Columnar Pads,41.64,-7.8075000000000045,15,0.2,5.779999999999999,-0.1875000000000001,3183.0,3628.0,3046.5
"Acco Six-Outlet Power Strip, 4' Cord Length",343.07599999999996,81.5452,41,0.022222222222222223,38.27,0.23768844221105528,1998.0,2800.0,1690.5
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.90199999999993,-7.041600000000008,14,0.30000000000000004,79.57,-0.015686274509803942,3176.0,2667.0,3130.5
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96500000000003,105.48499999999996,8,0.10000000000000002,72.37,0.232876712328767,1850.0,2661.0,3530.0
Acco Suede Grain Vinyl Round Ring Binder,38.641999999999996,-4.892799999999999,29,0.5375,10.38,-0.12661870503597122,3159.0,3641.0,2139.5
Acco Translucent Poly Ring Binders,91.728,16.2864,31,0.3125,16.11,0.17755102040816328,2809.0,3362.0,2040.0
Accohide Poly Flexible Ring Binders,43.75800000000001,-19.821999999999996,34,0.5375,11.69,-0.45299145299145277,3243.0,3619.0,1918.0
"Accos Clamps, 12 Pack",928.5243,-137.78570000000005,69,0.211875,90.62700000000001,-0.1483921314714112,3467.0,2149.0,899.0
"Accos Clamps, Assorted Sizes",749.4960000000002,157.41599999999997,52,0.07142857142857142,83.427,0.21002913958179886,1588.0,2302.0,1368.0
"Accos Clamps, Bulk Pack",1317.8400000000001,490.71000000000004,76,0.061363636363636356,143.653,0.3723593152431251,848.0,1863.0,728.0
"Accos Clamps, Metal",838.5000000000002,247.53999999999996,54,0.153125,82.13199999999999,0.29521765056648763,1291.0,2219.0,1316.0
"Accos Paper Clips, Assorted Sizes",1259.1615,-19.98849999999999,120,0.09605263157894736,155.637,-0.015874452959370178,3244.0,1906.0,222.0
"Accos Paper Clips, Bulk Pack",553.9392,72.37919999999998,49,0.24066666666666667,72.538,0.13066271533049112,2071.0,2508.0,1459.5
"Accos Paper Clips, Metal",587.7410000000001,-31.138999999999996,60,0.11333333333333333,81.941,-0.05298081978286352,3284.0,2459.0,1140.0
"Accos Push Pins, 12 Pack",372.60450000000003,50.19449999999998,41,0.2630769230769231,31.8,0.13471254372934297,2315.0,2761.0,1690.5
"Accos Push Pins, Assorted Sizes",689.5119000000001,-45.128099999999996,76,0.12842105263157894,115.638,-0.06544934177350673,3310.0,2345.0,728.0
"Accos Push Pins, Bulk Pack",711.7704,114.2004,64,0.18166666666666667,63.498,0.16044555941073133,1800.0,2326.0,1036.5
"Accos Push Pins, Metal",575.84,129.81999999999996,50,0.1111111111111111,59.791,0.22544456793553758,1711.0,2476.0,1432.5
"Accos Rubber Bands, 12 Pack",540.3294,20.3094,52,0.21375,60.981,0.03758707188614945,2749.0,2530.0,1368.0
"Accos Rubber Bands, Assorted Sizes",501.61500000000007,45.254999999999995,54,0.18857142857142856,68.30199999999999,0.09021859394156871,2378.0,2579.0,1316.0
"Accos Rubber Bands, Bulk Pack",599.3679999999999,233.57800000000003,45,0.14,42.192,0.3897071582066444,1335.0,2438.0,1568.0
"Accos Rubber Bands, Metal",989.688,237.588,72,0.10333333333333333,98.039,0.24006353517472173,1325.0,2099.0,813.0
"Accos Staples, 12 Pack",592.352,128.282,71,0.09,71.594,0.21656379990276053,1722.0,2451.0,843.5
"Accos Staples, Assorted Sizes",452.59200000000004,62.852,81,0.18500000000000003,46.412,0.13887121292466503,2154.0,2662.0,620.5
"Accos Staples, Bulk Pack",291.48900000000003,17.268999999999984,45,0.2646153846153846,25.762,0.05924408811310198,2795.0,2864.0,1568.0
"Accos Staples, Metal",575.4555,-28.504500000000007,62,0.1823529411764706,65.743,-0.0495338040908463,3276.0,2480.0,1092.0
"Accos Thumb Tacks, 12 Pack",583.395,3.7849999999999966,62,0.09444444444444446,67.066,0.006487885566382977,3054.0,2467.0,1092.0
"Accos Thumb Tacks, Assorted Sizes",637.0812,-21.278799999999993,69,0.15285714285714286,74.277,-0.03340045193611112,3253.0,2397.0,899.0
"Accos Thumb Tacks, Bulk Pack",489.9264,21.896399999999993,51,0.10466666666666667,59.525,0.04469324371987301,2722.0,2599.0,1399.5
"Accos Thumb Tacks, Metal",352.36,25.530000000000005,32,0.12727272727272726,47.148,0.0724543080939948,2654.0,2784.0,1994.5
"Acme 10"" Easy Grip Assistive Scissors",448.76800000000003,129.72199999999995,26,0.025,48.849999999999994,0.2890624999999999,1712.0,2668.0,2281.0
Acme Box Cutter Scissors,306.9,72.22380000000003,31,0.03333333333333333,29.5,0.23533333333333342,2074.0,2848.0,2040.0
"Acme Box Cutter, Easy Grip",2482.1459999999997,245.286,77,0.11200000000000002,250.286,0.09882013386803194,1298.0,1295.0,704.0
"Acme Box Cutter, High Speed",1959.174,636.294,66,0.13210526315789473,171.03,0.3247766660847888,675.0,1499.0,980.0
"Acme Box Cutter, Serrated",1533.18,-81.86,77,0.24000000000000002,219.432,-0.05339229575131426,3395.0,1725.0,704.0
"Acme Box Cutter, Steel",1097.3999999999999,25.260000000000026,41,0.14615384615384613,132.373,0.023018042646254813,2658.0,2015.0,1690.5
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",45.144,10.1916,7,0.06666666666666667,4.63,0.22575757575757574,2929.0,3612.0,3579.0
Acme Design Stainless Steel Bent Scissors,88.92,24.0084,13,0.0,11.010000000000002,0.27,2681.0,3380.0,3213.5
Acme Elite Stainless Steel Scissors,95.076,21.0168,12,0.08,13.84,0.2210526315789474,2735.0,3344.0,3293.5
Acme Forged Steel Scissors with Black Enamel Handles,279.3,67.77679999999998,32,0.05,28.87,0.2426666666666666,2107.0,2884.0,1994.5
Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.052,49.86409999999998,13,0.06666666666666667,15.149999999999999,0.2556451612903225,2318.0,3041.0,3213.5
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.70000000000005,103.41599999999994,36,0.08571428571428573,56.94,0.2254545454545453,1860.0,2651.0,1847.0
Acme Kleen Earth Office Shears,44.232,11.174399999999995,12,0.08,8.43,0.2526315789473683,2917.0,3617.0,3293.5
Acme Kleencut Forged Steel Scissors,35.587999999999994,7.461999999999996,7,0.13333333333333333,5.57,0.20967741935483863,2995.0,3667.0,3579.0
"Acme Letter Opener, Easy Grip",2363.1652999999997,683.2453,84,0.10916666666666668,260.906,0.2891229403207639,636.0,1337.0,574.5
"Acme Letter Opener, High Speed",644.7821,67.13210000000001,30,0.13,53.428999999999995,0.10411594862822651,2117.0,2389.0,2091.0
"Acme Letter Opener, Serrated",1416.0939,301.6439,68,0.1405263157894737,172.917,0.21301122757466856,1162.0,1792.0,923.5
"Acme Letter Opener, Steel",2442.1341,445.42409999999995,110,0.1382142857142857,266.91,0.1823913355126567,909.0,1303.0,305.5
Acme Office Executive Series Stainless Steel Trimmers,159.40200000000002,26.2242,21,0.08571428571428573,13.98,0.16451612903225804,2644.0,3126.0,2597.5
Acme Preferred Stainless Steel Scissors,90.88,26.355199999999996,16,0.0,8.66,0.29,2640.0,3369.0,2972.0
Acme Rosewood Handle Letter Opener,43.67,-3.493600000000002,12,0.06666666666666667,5.859999999999999,-0.08000000000000004,3146.0,3622.0,3293.5
"Acme Ruler, Easy Grip",582.6496,-26.14040000000002,43,0.165,45.783,-0.044864700842496115,3268.0,2470.0,1632.0
"Acme Ruler, High Speed",1002.0430000000001,-95.05700000000003,80,0.12055555555555555,111.759,-0.0948631944936495,3412.0,2094.0,640.0
"Acme Ruler, Serrated",583.6479,13.387900000000002,61,0.14384615384615385,42.108000000000004,0.022938316063503356,2878.0,2465.0,1117.5
"Acme Ruler, Steel",837.9885,141.1485,66,0.061764705882352944,82.199,0.1684372756905375,1658.0,2220.0,980.0
"Acme Scissors, Easy Grip",1616.1134,240.29340000000002,78,0.1635,176.351,0.14868597711026962,1314.0,1678.0,685.0
"Acme Scissors, High Speed",1602.72,162.96,76,0.08499999999999999,159.398,0.10167714884696018,1562.0,1686.0,728.0
"Acme Scissors, Serrated",1861.974,111.43399999999998,96,0.07071428571428572,234.352,0.059847237394292284,1818.0,1549.0,426.5
"Acme Scissors, Steel",1129.8060000000003,245.34599999999998,60,0.11411764705882353,109.614,0.21715763591271414,1297.0,1982.0,1140.0
Acme Serrated Blade Letter Opener,13.992,-1.7489999999999999,5,0.1,3.71,-0.12499999999999999,3126.0,3756.0,3660.5
"Acme Shears, Easy Grip",2229.105,-247.69499999999994,69,0.21714285714285714,228.523,-0.1111185879534611,3544.0,1389.0,899.0
"Acme Shears, High Speed",2646.592,666.852,67,0.21666666666666667,336.987,0.2519663023238943,650.0,1237.0,950.0
"Acme Shears, Serrated",2335.5066,-78.69340000000008,70,0.1655,217.053,-0.033694359930303806,3390.0,1350.0,873.5
"Acme Shears, Steel",1272.4560000000001,84.90599999999995,37,0.2207142857142857,141.299,0.06672607933005144,1981.0,1891.0,1817.0
Acme Softgrip Scissors,166.056,33.1298,23,0.1,11.88,0.19950980392156864,2547.0,3115.0,2471.0
Acme Stainless Steel Office Snips,81.424,12.431700000000005,13,0.1,7.36,0.15267857142857147,2899.0,3426.0,3213.5
Acme Tagit Stainless Steel Antibacterial Scissors,196.02,37.025999999999996,22,0.10000000000000002,31.96,0.18888888888888886,2499.0,3040.0,2531.5
Acme Titanium Bonded Scissors,102.0,20.229999999999997,13,0.08,22.15,0.1983333333333333,2750.0,3311.0,3213.5
"Acme Trimmer, Easy Grip",2955.722,152.72199999999998,78,0.172,460.349,0.05166994730898236,1608.0,1140.0,685.0
"Acme Trimmer, High Speed",2437.0400000000004,614.2399999999999,63,0.09,280.491,0.25204346256113963,696.0,1308.0,1063.0
"Acme Trimmer, Serrated",2341.1264,-19.06360000000005,71,0.1514285714285714,230.021,-0.008142917870645536,3239.0,1345.0,843.5
"Acme Trimmer, Steel",2620.9148,317.2548,79,0.16448275862068965,307.864,0.1210473533897401,1128.0,1246.0,664.0
Acme Value Line Scissors,76.64999999999999,20.439999999999994,22,0.06000000000000001,17.4,0.2666666666666666,2746.0,3449.0,2531.5
Acrylic Self-Standing Desk Frames,93.984,32.7342,37,0.07500000000000001,15.93,0.3482954545454546,2554.0,3350.0,1817.0
"Adams ""While You Were Out"" Message Pads",72.848,31.399999999999995,24,0.04,12.03,0.4310344827586206,2569.0,3465.0,2402.5
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,104.43839999999999,33,0.0,28.26,0.45999999999999996,1855.0,2979.0,1956.5
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",94.92800000000001,43.1364,14,0.06666666666666667,8.8,0.4544117647058823,2408.0,3346.0,3130.5
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.672,72.704,32,0.028571428571428574,16.82,0.42105263157894735,2069.0,3095.0,1994.5
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.888,60.916799999999995,24,0.04,22.28,0.4584070796460176,2169.0,3214.0,2402.5
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44000000000003,111.72000000000001,28,0.0,21.31,0.5,1814.0,2986.0,2182.0
"Adams Telephone Message Books, 5 1/4” x 11”",80.936,32.918,15,0.16,10.51,0.4067164179104477,2550.0,3429.0,3046.5
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",40.896,16.358399999999996,8,0.06666666666666667,5.68,0.3999999999999999,2806.0,3631.5,3530.0
Adjustable Depth Letter/Legal Cart,7730.196,1932.5489999999988,45,0.06666666666666667,1007.22,0.24999999999999986,207.0,432.0,1568.0
Adjustable Personal File Tote,270.24800000000005,53.39840000000002,18,0.08,25.29,0.19759036144578315,2263.0,2897.0,2818.0
Adtran 1202752G1,1990.6419999999998,312.45520000000005,18,0.16,242.06,0.15696202531645573,1135.0,1487.0,2818.0
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,277.28640000000007,18,0.05,144.52,0.2636363636363637,1219.0,2054.0,2818.0
"Advantus Clamps, 12 Pack",845.9567999999999,80.41680000000001,55,0.11421052631578947,93.188,0.09506017328544439,2012.0,2213.0,1289.5
"Advantus Clamps, Assorted Sizes",1376.6976000000002,-114.2024,112,0.15923076923076923,147.923,-0.0829538745473225,3434.0,1822.0,283.0
"Advantus Clamps, Bulk Pack",887.7901000000002,280.0501,57,0.10133333333333333,87.447,0.31544629749757286,1211.0,2179.0,1228.5
"Advantus Clamps, Metal",668.8039000000001,78.72389999999997,46,0.26263157894736844,81.99600000000001,0.11770849422379259,2024.0,2369.0,1539.0
"Advantus Clock, Black",2685.1275,484.32749999999993,70,0.13526315789473684,295.392,0.18037411631291247,856.0,1224.0,873.5
"Advantus Clock, Duo Pack",2861.4775,105.4374999999999,71,0.12222222222222223,405.677,0.036847223156568555,1851.0,1169.0,843.5
"Advantus Clock, Durable",2233.776,96.596,56,0.09411764705882353,220.627,0.04324336907550265,1899.0,1388.0,1258.5
"Advantus Clock, Erganomic",1090.218,56.20799999999999,26,0.12222222222222223,74.458,0.051556661144835245,2228.0,2018.0,2281.0
"Advantus Door Stop, Black",2739.6252,460.46520000000004,79,0.18227272727272725,281.336,0.16807598353234598,894.0,1211.0,664.0
"Advantus Door Stop, Duo Pack",1748.8908,4.000800000000027,51,0.18533333333333335,193.556,0.002287621388368003,3051.0,1595.0,1399.5
